cardId,ord,deckName,factor,interval,note,type,queue,due,reps,lapses,left,mod,dictionary_form,definitions
1693076104624,0,日本語::FMA,2500,50,1693076104624,2,2,380,10,0,1001,1696743938,何人も,"['(no matter) who', 'everyone', 'anyone', 'see: <a lang=""ja"" href=""#""><span>なにびと</span></a><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> anyone; any person; whoever</span>', '何人も空の胃の腑では愛国者たり得ない。']"
1693076230346,0,日本語::FMA,1700,5,1693076230346,2,2,353,48,4,1001,1698327452,噂,"['rumour', 'rumor', 'report', 'hearsay', 'gossip', 'common talk', 'うわさは四方八方に広がった。']"
1693076238995,0,日本語::FMA,2500,54,1693076238995,2,2,384,7,0,1001,1696743842,どう,"['how', 'in what way', 'how about', 'see: <a lang=""ja"" href=""#""><span>こう</span></a><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> 1. in this way; thus; such</span>', 'see: <a lang=""ja"" href=""#""><span>そう</span></a><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> appearing that; seeming that; looking like; having the appearance of</span>', 'see: <a lang=""ja"" href=""#""><span>ああ</span></a><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> like that; so</span>', 'あなたはあの車をどう処理したのですか？']"
1693076250122,0,日本語::FMA,1300,8,1693076250122,2,2,354,64,8,1001,1698156398,奇跡,"['miracle', 'wonder', 'marvel', '奇蹟に近いですね。']"
1693076275121,0,日本語::FMA,2100,29,1693076275120,2,2,361,16,2,1001,1696958070,業,"['deed', 'act', 'work', 'performance', '過ちは人の常、許すは神の業。']"
1693076288969,0,日本語::FMA,2500,69,1693076288968,2,2,408,7,0,1001,1697518070,何もない,"['there is nothing', 'having nothing', '私の邪魔をするものは何もない。']"
1693076301145,0,日本語::FMA,1300,3,1693076301145,2,2,352,177,22,1001,1698430315,空間,"['space', 'room', 'airspace', 'この無限の空間に漂う永遠の沈黙が私を恐怖に陥れる。']"
1693076355617,0,日本語::FMA,1300,14,1693076355616,2,2,355,55,7,1001,1697700515,単なる,"['mere', 'simple', 'sheer', 'それは単なる偶然だと思う。']"
1693076386767,0,日本語::FMA,2500,71,1693076386766,2,2,412,7,0,1001,1697744191,そうでなければ,[]
1693076415366,0,日本語::FMA,2500,32,1693076415366,2,2,352,7,0,1001,1695921139,ひょっとすると,"['perhaps', 'maybe', 'possibly', 'ひょっとすると明日は雨かもしれない。']"
1693076449438,0,日本語::FMA,1900,15,1693076449438,2,2,356,29,3,1001,1697743165,一夜,"['one night', 'all night', 'overnight', 'one evening', '彼らは海岸で一夜を明かした。']"
1693076456187,0,日本語::FMA,2100,21,1693076456187,2,2,350,25,2,1001,1696671650,滅ぼす,"['to destroy', 'to overthrow', 'to wreck', 'to ruin', '核兵器はわが地球を滅ぼすと思う。']"
1693076498903,0,日本語::FMA,1300,3,1693076498903,2,2,351,46,9,1001,1698343238,賢者,"['wise person', 'sage', '賢者はひと言にして足る。']"
1693076589630,0,日本語::FMA,1300,5,1693076589629,2,2,353,55,6,1001,1698296743,強化,"['strengthening', 'intensifying', 'reinforcement', 'enhancement', 'solidification', '我々は組織を強化しなくてはならん。']"
1693076650745,0,日本語::FMA,2500,33,1693076650744,2,2,360,7,0,1001,1696482192,もっと,"['(some) more', 'even more', 'longer', 'further', 'あなたはもっと理性的であるべきだ。']"
1693076664871,0,日本語::FMA,1300,9,1693076664871,2,2,354,104,12,1001,1698081602,詳しい,"['detailed', 'full', 'minute', 'もっと詳しい情報が欲しい。']"
1693076685168,0,日本語::FMA,2300,24,1693076685168,2,2,366,15,1,1001,1697830129,今度,"['this time', 'now', '今度だけは遅刻を大目に見てやろう。']"
1693076709297,0,日本語::FMA,2300,31,1693076709297,2,2,355,9,1,1001,1696251723,当たり,"['hit', '何回か当たりはあったが針にはかからなかった。']"
1693076755871,0,日本語::FMA,1300,3,1693076755871,2,2,350,81,9,1001,1698209727,書斎,"['study', 'library', 'den', 'home office', 'reading room', 'このドアは書斎に通じている。']"
1693076764141,0,日本語::FMA,2100,53,1693076764140,2,2,401,15,2,1001,1698297218,散らかす,"['to scatter around', 'to leave untidy', 'to make a mess', 'お前の物をその辺りに散らかすな。']"
1693076786118,0,日本語::FMA,2300,42,1693076786118,2,2,382,15,1,1001,1697645558,所,"['place', 'spot', 'scene', 'site', 'also pronounced どころ when a suffix', 'さあ、今汲みなさい。そして宴会の世話役の所に持っていきなさい。']"
1693076793389,0,日本語::FMA,1300,5,1693076793389,2,2,353,84,9,1001,1698297971,落書き,"['scrawl', 'scribble', 'graffiti', 'doodle', 'その壁には一面に落書きがあった。']"
1693076837311,0,日本語::FMA,1700,21,1693076837311,2,2,367,35,4,1001,1698171379,習う,"['to take lessons in', 'to be taught', 'to learn (from a teacher)', 'to study (under a teacher)', 'to get training in', '車の運転を習っています。']"
1693076872513,0,日本語::FMA,2500,51,1693076872513,2,2,383,7,0,1001,1696956798,どうやって,"['how', 'in what way', 'by what means', 'see: <a lang=""ja"" href=""#""><span>如何して</span></a><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> 1. how; in what way; by what means</span>', 'どうやってそのお金を手に入れたんですか。']"
1693076896162,0,日本語::FMA,2500,44,1693076896162,2,2,375,7,0,1001,1696869171,合う,"['to come together', 'to merge', 'to unite', 'to meet', 'このチョッキは前が合わない。']"
1693076969807,0,日本語::FMA,2500,41,1693076969807,2,2,368,6,0,1001,1696491590,子,"['child', 'kid', 'teenager', 'youngster', 'young (non-adult) person', 'その子は母親に甘えた。']"
1693076993135,0,日本語::FMA,2100,25,1693076993135,2,2,351,23,2,1001,1696444852,褒める,"['to praise', 'to commend', 'to compliment', 'to speak well of', 'to speak highly of', 'ヘレンはみんなにほめられて顔を赤くした。']"
1693077003386,0,日本語::FMA,2500,61,1693077003385,2,2,406,7,0,1001,1698080422,くれる,"['to give', 'to let (one) have', 'the receiver is the speaker or someone close to the speaker', 'see: <a lang=""ja"" href=""#""><span>あげる</span></a><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> 18. to summon (for geishas, etc.)</span>', '友達がはがきをくれるように私に頼んだ。']"
1693077025231,0,日本語::FMA,2500,65,1693077025230,2,2,411,8,0,1001,1698176301,嬉しい,"['happy', 'glad', 'pleased', 'delighted', 'overjoyed', 'あなたに再会できてうれしい。']"
1693077048554,0,日本語::FMA,2100,28,1693077048554,2,2,354,16,2,1001,1696407487,込む,"['to be crowded', 'to be packed', 'to be congested', 'to be thronged (with)', 'usu. 混む', 'see: <a lang=""ja"" href=""#""><span>混む</span></a><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> to be crowded; to be packed; to be congested; to be thronged (with)</span>', '今晩は列車がとても込んでいる。']"
1693077064104,0,日本語::FMA,1900,25,1693077064104,2,2,365,20,3,1001,1697656317,年,"['year', '一月は年の一番目の月です。']"
1693077101428,0,日本語::FMA,1500,5,1693077101428,2,2,352,35,5,1001,1698250859,逝く,"['to die', 'to pass away', 'see: <a lang=""ja"" href=""#""><span>行く</span></a><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> 7. to die; to pass away</span>', 'ああ、彼女は若くして逝ってしまった。']"
1693077158631,0,日本語::FMA,2100,49,1693077158630,2,2,394,24,2,1001,1698037784,帰って来る,"['to return', 'to come back', '１時間かそこらで帰ってきます。']"
1693077228011,0,日本語::FMA,1500,11,1693077228010,2,2,360,42,5,1001,1698420039,お葬式,[]
1693077259672,0,日本語::FMA,2500,37,1693077259671,2,2,364,7,0,1001,1696513650,かな,"['I wonder', 'at sentence end', '肘が痛むんだよ。病院に行こうかな。']"
1693077277848,0,日本語::FMA,2500,51,1693077277848,2,2,383,8,0,1001,1696956791,作る,"['to make', 'to produce', 'to manufacture', 'to build', 'to construct', '造る usu. for large-scale building, manufacturing, etc.; 創る usu. for creating', 'どこへ行っても、彼は必ず友達を作る。']"
1693077318872,0,日本語::FMA,1300,1,1693077318872,2,2,350,123,11,1001,1698423981,秘密,"['secret', 'secrecy', 'confidentiality', 'privacy', '私は彼女に取り入ってうまく秘密を聞き出した。']"
1693077379995,0,日本語::FMA,2100,23,1693077379995,2,2,353,14,2,1001,1696743711,泣く,"['to cry', 'to weep', 'to sob', 'to howl', 'ビルは何時間も泣き続けた。']"
1693077406941,0,日本語::FMA,1300,5,1693077406941,2,2,352,63,7,1001,1698250848,涙,"['tear', 'tears', 'lachrymal secretion', '２粒の涙が彼女のほおを流れ落ちた。']"
1693077419641,0,日本語::FMA,2500,50,1693077419641,2,2,381,9,0,1001,1696869098,あの世,"['the other world', 'the next world', 'the world beyond', 'world after death', 'see: <a lang=""ja"" href=""#""><span>この世</span></a><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> this world; this life; world of the living</span>', '村人たちは、あの世があると思っていた。']"
1693077434693,0,日本語::FMA,1300,12,1693077434693,2,2,353,45,11,1001,1697744400,悲しむ,"['to be sad', 'to mourn for', 'to regret', '悲しんでいる彼女をそっとしておきなさい。']"
1693077469637,0,日本語::FMA,2500,31,1693077469637,2,2,355,7,0,1001,1696277478,しょっちゅう,"['always', 'all the time', 'constantly', 'frequently', 'often', 'そのような事はしょっちゅう起こる。']"
1693077475991,0,日本語::FMA,2500,39,1693077475991,2,2,365,7,0,1001,1696405323,出かける,"['to go out (e.g. on an excursion or outing)', 'to leave', 'to depart', 'to start', 'to set out', '１０分前に出かけました。']"
1693077496638,0,日本語::FMA,2500,34,1693077496637,2,2,358,7,0,1001,1696222615,寂しい,"['lonely', 'lonesome', 'solitary', 'desolate', 'それで、彼女はとてもさびしく思っています。']"
1693159342926,0,日本語::FMA,2500,68,1693159342925,2,2,413,7,0,1001,1698080458,待つ,"['to wait', 'しばらく電話を切らずにお待ちください。']"
1693159375081,0,日本語::FMA,2300,32,1693159375081,2,2,357,11,1,1001,1696337353,嫌い,"['disliked', 'hated', 'disagreeable', 'antonym: <span lang=""ja""><a href=""#""><span>好き</span></a>（<a href=""#""><span>すき</span></a>）</span><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> 1. liking; being fond of; to one\\\'s liking; to one\\\'s taste; preferred; favourite</span>', '「あなたは仕事が気に入っていると思います」「いやそれどころか、嫌いです」']"
1693159402056,0,日本語::FMA,2500,61,1693159402056,2,2,401,7,0,1001,1697645550,まんま,"['as (it is)', 'remaining (in a state)', 'keeping (the same)', 'leaving (unchanged)', '町は昔のままだった。', '物価は現状のまま続くだろう。', '彼は会議中ずっと黙ったままだった。']"
1693159495805,0,日本語::FMA,2500,33,1693159495805,2,2,357,6,0,1001,1696278458,また,[]
1693159516103,0,日本語::FMA,1500,5,1693159516103,2,2,353,33,5,1001,1698326712,関係ない,"['unrelated', 'irrelevant', 'unconcerned', 'unconnected', '学ぶのに年は関係ない。']"
1693159528603,0,日本語::FMA,1300,3,1693159528603,2,2,351,102,14,1001,1698326886,授業,"['lesson', 'class', 'teaching', 'instruction', 'classwork', 'schoolwork', 'それは授業の終わりだった。']"
1693159535577,0,日本語::FMA,2500,59,1693159535576,2,2,400,7,0,1001,1697743219,ちゃんと,"['diligently', 'seriously', 'earnestly', 'reliably', 'steadily', 'legitimately', 'この道具はちゃんと使えばとても役に立つ。']"
1693159597600,0,日本語::FMA,2500,70,1693159597600,2,2,414,6,0,1001,1697977046,いつも,"['always', 'all the time', 'at all times', '彼はいつも学校に遅れる。']"
1693159658898,0,日本語::FMA,2500,39,1693159658898,2,2,369,8,0,1001,1696745717,それにしても,"['nevertheless', 'at any rate', 'even so', 'all things considered', 'be that as it may', 'see: <a lang=""ja"" href=""#""><span>其れでも</span></a><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> but (still); and yet; nevertheless; even so; notwithstanding</span>', 'それにしても、幼稚園というところは、季節の行事にとても敏感です。']"
1693159669200,0,日本語::FMA,1300,1,1693159669199,2,2,350,158,16,1001,1698384118,発明,"['invention', 'エジソンが電球を発明した。']"
1693159678399,0,日本語::FMA,1300,3,1693159678399,2,2,351,65,13,1001,1698297693,偉大,"['great', 'grand', 'magnificent', 'outstanding', 'mighty', 'リンカーンは偉大な政治家であった。']"
1693159753847,0,日本語::FMA,2100,31,1693159753847,2,2,372,28,2,1001,1697730933,突っ込む,"['to thrust (something) into (something)', 'to cram', 'to stuff', 'to shove', '１人少年が両手をポケットにつっこんで歩いていた。']"
1693159791394,0,日本語::FMA,2100,25,1693159791394,2,2,355,14,2,1001,1696744139,科学者,"['scientist', '彼は科学者であると同時に音楽家でもある。']"
1693159800545,0,日本語::FMA,1300,3,1693159800545,2,2,351,199,23,1001,1698326810,発想,"['idea', 'conception', 'その人達は大胆な発想をすべきだ。']"
1693159810546,0,日本語::FMA,1300,11,1693159810545,2,2,359,74,11,1001,1698327759,転換,"['conversion', 'diversion', 'changeover', 'commutation', 'switchover', '工場は石炭から、より清潔な燃料への転換を強く要求されている。']"
1693159883023,0,日本語::FMA,1900,34,1693159883022,2,2,379,26,3,1001,1698081610,甦る,"['to be resurrected', 'to be resuscitated', 'to be rehabilitated', 'to be revived', 'to be refreshed', 'to be restored', '春の雨が花に生気をよみがえらせた。']"
1693159946363,0,日本語::FMA,2100,35,1693159946363,2,2,377,13,2,1001,1697828754,掛かる,"['to take (a resource, e.g. time or money)', 'see: <a lang=""ja"" href=""#""><span>時間がかかる</span></a><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> to take time</span>', 'あれだけのコインを収集するのにどれだけの年月がかかりましたか。']"
1693159964040,0,日本語::FMA,2300,31,1693159964040,2,2,370,11,1,1001,1697518080,笑顔,"['smiling face', 'smile', '彼女の笑顔が感謝の気持ちを表した。']"
1693159984139,0,日本語::FMA,2100,34,1693159984138,2,2,374,14,2,1001,1697647474,暮らす,"['to live', 'to get along', '１日１ドルでアメリカで暮らしていけると思いますか。']"
1693160004038,0,日本語::FMA,2500,62,1693160004038,2,2,404,7,0,1001,1697828804,思いで,"['memories', 'recollections', 'reminiscence', '貴重な思い出料としては安いものですよ。']"
1693160088588,0,日本語::FMA,1300,12,1693160088588,2,2,354,91,6,1001,1697828680,構築,"['construction', 'building', 'putting up', 'erecting', 'creation', 'formulation', 'architecture (systems, agreement, etc.)', '我々は他人との関係を構築し、維持していく。']"
1693160095659,0,日本語::FMA,1900,32,1693160095659,2,2,374,20,3,1001,1697778161,式,"['equation', 'formula', 'expression', '式に余分の変数を加えたことによって、この実験結果は不明瞭なものになっている。']"
1693160122261,0,日本語::FMA,1300,1,1693160122260,2,2,350,168,14,1001,1698422308,情報,"['information', 'news', 'report', 'intelligence', 'この情報は正しいか。']"
1693160235582,0,日本語::FMA,2500,35,1693160235581,2,2,360,7,0,1001,1696357395,善くぞ,[]
1693160256159,0,日本語::FMA,2500,41,1693160256159,2,2,371,7,0,1001,1696744216,世界,"['the world', 'society', 'the universe', '愛の力は世界を動かす。']"
1693160261013,0,日本語::FMA,2100,20,1693160261013,2,2,352,20,2,1001,1696956879,呼ぶ,"['to call out (to)', 'to call', 'to invoke', 'あなたが呼べば、彼は来るでしょう。']"
1693160274358,0,日本語::FMA,2500,60,1693160274358,2,2,402,7,0,1001,1697778136,あるいは,[]
1693160279957,0,日本語::FMA,2100,14,1693160279957,2,2,354,27,2,1001,1697645546,宇宙,"['universe', 'cosmos', 'space', '宇宙には限りはない。']"
1693160288634,0,日本語::FMA,2500,36,1693160288633,2,2,365,6,0,1001,1696700004,神,"['god', 'deity', 'divinity', 'spirit', 'kami', '人間は神ほど万能ではない。']"
1693160295481,0,日本語::FMA,2100,27,1693160295480,2,2,355,18,2,1001,1696608341,真理,"['truth', 'ついに彼は真理を知った。']"
1693160305233,0,日本語::FMA,2300,20,1693160305233,2,2,352,12,1,1001,1696965632,全,"['all', 'whole', 'entire', 'complete', 'total', 'pan-', '全新聞がその事件を大きく取り上げた。']"
1693160324156,0,日本語::FMA,2500,31,1693160324155,2,2,356,7,0,1001,1696337339,ようこそ,"['welcome', 'サイバースペースへようこそ。']"
1693160338681,0,日本語::FMA,2500,46,1693160338681,2,2,375,7,0,1001,1696700107,バカ野郎,"['goddamn idiot', 'moron', 'nitwit', '俺は人事課の馬鹿野郎にあごで指図されるつもりはない。']"
1693160362882,0,日本語::FMA,1700,18,1693160362882,2,2,359,31,4,1001,1697744166,欲しがる,"['to appear to want to have (something)', 'to obviously want', 'to seem to want', 'to indicate a wish for', 'see: <a lang=""ja"" href=""#""><span>欲しい</span></a><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> 1. wanting (to have); desiring; wishing for</span>', 'ナンシーは赤い靴を１足ほしがっている。']"
1693160401655,0,日本語::FMA,2500,58,1693160401654,2,2,398,7,0,1001,1697647845,物凄い,"['terrific', 'staggering', 'tremendous', 'incredible', 'extreme', '彼女はものすごい食欲がある。']"
1693160407529,0,日本語::FMA,1500,15,1693160407529,2,2,357,48,5,1001,1697828664,量,[]
1693160420256,0,日本語::FMA,1300,10,1693160420256,2,2,352,84,14,1001,1697829995,直接,"['direct', 'immediate', 'personal', 'firsthand', 'see: <a lang=""ja"" href=""#""><span>間接</span></a><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> indirection; indirectness</span>', '彼女に直接言ったらどうですか。']"
1693160428253,0,日本語::FMA,2100,34,1693160428253,2,2,376,22,2,1001,1697828822,頭,"['counter for large animals (e.g. head of cattle)', 'counter for insects in a collection', 'counter for helmets, masks, etc.', '鹿は１頭だけで走っていた。']"
1693160436778,0,日本語::FMA,2500,37,1693160436778,2,2,366,7,0,1001,1696671660,にぶ,"['two parts', 'two copies', 'the second part', 'この書類をそれぞれ２部ずつコピーしてほしいんだが。']"
1693160459676,0,日本語::FMA,2100,40,1693160459676,2,2,388,19,2,1001,1698296309,割れる,"['to break', 'to be smashed', 'プラスチックは割れにくい。']"
1693160509674,0,日本語::FMA,2500,61,1693160509674,2,2,403,7,0,1001,1697778117,だけど,"['however', 'で、電話してみたらしいんだけど、その電話先の相手ってのが問題だったのよ。']"
1693160514974,0,日本語::FMA,1300,13,1693160514974,2,2,354,67,9,1001,1697744183,唐突,"['abrupt', 'sudden', '唐突な質問に彼は泡を食った。']"
1693160556673,0,日本語::FMA,1300,11,1693160556673,2,2,352,111,10,1001,1697744139,理論,"['theory', 'その考えが彼の理論の基礎となっている。']"
1693160564801,0,日本語::FMA,2100,7,1693160564801,2,2,353,26,2,1001,1698171149,間違う,"['to make a mistake', 'to be incorrect', 'to be mistaken', 'あなたが教わった事は間違っている。']"
1693160584023,0,日本語::FMA,2500,38,1693160584023,2,2,368,7,0,1001,1696743855,もう少し,"['a bit more', 'a bit longer', 'もう少しケーキを召し上がりませんか。']"
1693160592920,0,日本語::FMA,1700,27,1693160592920,2,2,374,36,4,1001,1698210929,先に,[]
1693160629345,0,日本語::FMA,2500,54,1693160629345,2,2,393,7,0,1001,1697518059,ダメ,"['no good', 'not serving its purpose', 'useless', 'broken', '去年はジョギングシューズを２足駄目にした。']"
1693160640795,0,日本語::FMA,2500,53,1693160640794,2,2,395,7,0,1001,1697828674,これだけ,"['to this extent', 'to this degree', 'this much', 'this little', '同じ虹を、これだけたくさんの人が撮影したものを見たことがありません。']"
1693160649847,0,日本語::FMA,1900,18,1693160649847,2,2,359,33,3,1001,1697700497,通行料,[]
1693160659495,0,日本語::FMA,2500,28,1693160659495,2,2,355,7,0,1001,1696482216,しか,"['nothing but', 'except', 'no more than', 'with neg. verb or adjective', '試験まで、たった一週間しか残っていない。', 'コアラはオーストラリアにしか見られない。']"
1693160712272,0,日本語::FMA,2500,55,1693160712272,2,2,395,7,0,1001,1697645584,こんな,"['this sort of', 'this kind of', 'like this', 'such', 'about something or someone close to the speaker (including the speaker), or about ideas expressed by the speaker', 'see: <a lang=""ja"" href=""#""><span>あんな</span></a><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> that sort of; that kind of; like that; such; so</span>', 'see: <a lang=""ja"" href=""#""><span>そんな</span></a><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> 1. such; that sort of; that kind of; like that</span>', 'see: <a lang=""ja"" href=""#""><span>どんな</span></a><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> 1. what kind of; what sort of; what</span>', 'こんな風に、彼は私を扱った。']"
1693160755821,0,日本語::FMA,2300,28,1693160755821,2,2,353,10,1,1001,1696338139,助けて,"['help!', '彼は助けてと大声をあげた。']"
1693160790467,0,日本語::FMA,2300,49,1693160790467,2,2,390,11,1,1001,1697730983,違う,"['to be wrong', 'to be incorrect', 'to be mistaken', 'そんなばかなことを言うなんて彼は気でも違ったのか。']"
1693160806991,0,日本語::FMA,1300,1,1693160806991,2,2,350,32,8,1001,1698430450,望む,"['to desire', 'to want', 'to wish for', 'to hope for', '全国民が平和を望んでいる。']"
1693160850490,0,日本語::FMA,2500,52,1693160850489,2,2,393,7,0,1001,1697744384,せい,[]
1693160886513,0,日本語::FMA,1900,21,1693160886513,2,2,362,27,3,1001,1697744162,心臓,"['heart', '私は自分の心臓が激しく打っているのがわかった。']"
1693160944492,0,日本語::FMA,1300,3,1693160944491,2,2,350,49,13,1001,1698210880,司令,[]
1693160946762,0,日本語::FMA,1300,3,1693160946762,2,2,350,71,7,1001,1698249031,司令部,"['headquarters', '将軍は彼に司令部へ出頭しろと命じた。']"
1693160966336,0,日本語::FMA,2500,32,1693160966335,2,2,358,7,0,1001,1696405327,そりゃあ,"['very', 'extremely', 'see: <a lang=""ja"" href=""#""><span>それはそれは</span></a><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> 2. very; extremely</span>', '彼女と友達になれた時は、それはうれしかったですよ。']"
1693161035092,0,日本語::FMA,1900,29,1693161035090,2,2,378,29,3,1001,1698422768,関する,"['to concern', 'to be related', '君の関する事柄ではない。', '彼女は動物に関する本を書いた。']"
1693161044029,0,日本語::FMA,1300,11,1693161044028,2,2,360,97,8,1001,1698417300,最終,"['last', 'final', 'closing', '最終電車はいつ出ますか。']"
1693161049258,0,日本語::FMA,1900,20,1693161049257,2,2,362,21,3,1001,1697778131,書,"['book', 'document', '世界的に過大に評価された中国書といえば、『孫子』ですかね。']"
1693161074782,0,日本語::FMA,1300,3,1693161074782,2,2,351,56,8,1001,1698297640,届く,"['to reach', 'to touch', 'to get to', 'to carry (of sound)', '彼女の声は騒音でよく届かなかった。', '姉の髪は肩まで届きます。']"
1693161127452,0,日本語::FMA,1300,5,1693161127452,2,2,351,72,9,1001,1698171025,正直,"['honest', 'frank', 'candid', 'straightforward', 'その事実は彼の正直さを証明している。']"
1693161151851,0,日本語::FMA,1900,21,1693161151851,2,2,365,19,3,1001,1697978084,初耳,"['something heard for the first time', 'hearing something for the first time', '初耳ですね。']"
1693161177854,0,日本語::FMA,2100,34,1693161177854,2,2,382,23,2,1001,1698326685,保護者,"['guardian', 'protector', 'patron', 'parent', 'ジョンはヘレンの保護者のようにふるまっている。']"
1693161223600,0,日本語::FMA,1300,5,1693161223600,2,2,353,72,9,1001,1698296263,以上,"['not less than ...', '... and over', '... and above', '... and upwards', '... or more', 'antonym: <a lang=""ja"" href=""#""><span>以下</span></a><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> 1. not exceeding ...; not more than ...; ... and under; ... and below; ... or fewer</span>', '６歳以上の子供は学校に通わなければならない。']"
1693245987940,0,日本語::FMA,1900,24,1693245987939,2,2,366,17,3,1001,1697778091,十分,"['enough', 'sufficient', 'plenty', 'adequate', 'satisfactory', '私はこの本を買うのに十分なお金を持っている。']"
1693246017907,0,日本語::FMA,1900,22,1693246017906,2,2,353,22,3,1001,1696827356,裏,"['opposite side', 'bottom', 'other side', 'side hidden from view', 'undersurface', 'reverse side', 'antonym: <span lang=""ja""><a href=""#""><span>表</span></a>（<a href=""#""><span>おもて</span></a>）</span><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> 1. surface</span>', '靴の裏にガムがこびりついちゃった。']"
1693246126235,0,日本語::FMA,2300,29,1693246126234,2,2,359,17,1,1001,1696743977,行う,"['to perform', 'to do', 'to conduct oneself', 'to carry out', '自分の責任において何でも行いなさい。']"
1693246150279,0,日本語::FMA,1300,5,1693246150279,2,2,350,138,15,1001,1698081746,有様,"['state', 'condition', 'circumstances', 'sight', 'spectacle', 'それはさんたんたる有様だった。']"
1693246167979,0,日本語::FMA,2500,43,1693246167978,2,2,375,6,0,1001,1696956447,御免なさい,"[""I\\'m sorry"", 'my apologies', 'excuse me', 'pardon me', 'お話し中、ごめんなさい。']"
1693246182306,0,日本語::FMA,1300,3,1693246182306,2,2,350,87,7,1001,1698210537,許す,"['to forgive', 'to pardon', 'to excuse', 'to tolerate', 'あなたが後悔しているのなら許してあげよう。']"
1693246202302,0,日本語::FMA,1700,17,1693246202301,2,2,358,53,4,1001,1697744378,驚く,"['to be surprised', 'to be astonished', '彼らは多かれ少なかれその知らせに驚いた。']"
1693246235953,0,日本語::FMA,1300,5,1693246235952,2,2,354,97,10,1001,1698384602,優れる,"['to surpass', 'to outstrip', 'to excel', '健康が富に優れるということは、言うまでもない。']"
1693246253979,0,日本語::FMA,1300,5,1693246253978,2,2,354,95,10,1001,1698383409,訪ねる,"['to visit', 'to call on', 'to pay a visit to', 'いつでも私のオフィスを訪ねなさい。']"
1693246313453,0,日本語::FMA,1300,5,1693246313452,2,2,353,37,8,1001,1698327448,行い,"['deed', 'act', 'action', '彼は勇気ある行いをした。']"
1693246339027,0,日本語::FMA,1900,21,1693246339026,2,2,362,32,3,1001,1697743127,成し遂げる,"['to accomplish', 'to finish', 'to fulfill', 'あなたは、目的を成し遂げましたか。']"
1693246376257,0,日本語::FMA,1300,14,1693246376256,2,2,355,37,6,1001,1697743060,資質,"['nature', 'disposition', 'temperament', 'qualities', 'attributes', 'talents', '彼は指導者の資質を全て持っていた。']"
1693246412094,0,日本語::FMA,1300,1,1693246412093,2,2,350,126,12,1001,1698431904,際,"['occasion', 'time', 'circumstances', '(in) case (of)', 'when', '火事の際は１１９番に電話してください。']"
1693246418762,0,Daily Cards,1900,1,1693246418762,3,1,1697649236,39,3,1001,1697648515,兵士,"['soldier', '兵士たちは足踏みをしていた。']"
1693246453663,0,日本語::FMA,2500,34,1693246453662,2,2,364,7,0,1001,1696759719,様々,"['various', 'varied', 'diverse', 'all sorts of', '庭には様々な花が咲き乱れていた。']"
1693246465686,0,日本語::FMA,1300,5,1693246465685,2,2,352,71,9,1001,1698251311,特権,"['privilege', 'special right', '彼は特権を乱用したに違いない。']"
1693246479536,0,日本語::FMA,1300,3,1693246479536,2,2,351,42,10,1001,1698296542,最高,"['best', 'supreme', 'wonderful', 'finest', 'antonym: <a lang=""ja"" href=""#""><span>最低</span></a><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> 2. worst</span>', '彼は現存する最高の芸術家である。']"
1693246493937,0,日本語::FMA,1500,17,1693246493936,2,2,361,79,5,1001,1697979126,可能,"['possible', 'potential', 'practicable', 'feasible', '男の子へのしつけは可能である。']"
1693246537461,0,日本語::FMA,1300,3,1693246537460,2,2,351,50,7,1001,1698296574,方法,"['method', 'process', 'manner', 'way', 'means', 'technique', 'これが、私が英語を勉強した方法だ。']"
1693246570811,0,日本語::FMA,1700,26,1693246570810,2,2,374,20,4,1001,1698343088,血,"['blood', 'ナイフは血に塗れていた。']"
1693246584008,0,日本語::FMA,2500,57,1693246584008,2,2,401,7,0,1001,1697976490,まみれ,"['covered with', 'stained', 'smeared', '彼の袖が油まみれのなべに触れた。']"
